标题,品牌,详情链接,城市,购买年份,里程,过户次数,原价,售价
马自达CX-5 2015款 2.0L 自动两驱都市型,马自达,https://www.dongchedi.com/usedcar/17260940,沈阳,2016年 , 7.62万公里,0,19.08万,5.78万
探界者 2022款 535T 驰界版,雪佛兰,https://www.dongchedi.com/usedcar/16912032,郑州,2022年 , 2.76万公里,0,18.49万,8.68万
迈腾 2020款 280TSI DSG 舒适型,大众,https://www.dongchedi.com/usedcar/16817033,温州,2020年 , 5万公里,0,18.69万,7.98万
沃尔沃XC90 2019款 T6 智逸版 7座 国Ⅵ ,沃尔沃,https://www.dongchedi.com/usedcar/15936054,贵阳,2019年 , 7.86万公里,0,68.79万,23.78万
速腾 2020款 280TSI DSG舒适型 国VI,大众,https://www.dongchedi.com/usedcar/18455075,南京,2020年 , 6.10万公里,1,16.19万,6.95万
高尔夫 2015款 1.4TSI 自动豪华型,大众,https://www.dongchedi.com/usedcar/18442586,东莞,2015年 , 8.20万公里,1,16.59万,4.38万
传祺GS4 2015款 200T 手动精英版,广汽传祺,https://www.dongchedi.com/usedcar/18393180,石家庄,2015年 , 4.76万公里,0,10.88万,2.88万
大通D90 2017款 2.0T 自动两驱 天王星,上汽大通MAXUS,https://www.dongchedi.com/usedcar/18373416,台州,2019年 , 4.90万公里,0,18.98万,6.58万
英朗 2017款 15N 自动进取型,别克,https://www.dongchedi.com/usedcar/18371889,太原,2017年 , 4.92万公里,1,11.99万,3.19万
昂科威 2020款 20T 两驱精英型,别克,https://www.dongchedi.com/usedcar/18053559,南宁,2020年 , 7.60万公里,0,19.99万,7.78万
领克01 2019款 2.0T 两驱型Pro版 国VI,领克,https://www.dongchedi.com/usedcar/17890243,杭州,2020年 , 6.80万公里,1,17.58万,7.58万
宝马X1 2021款 sDrive25Li 领先型,宝马,https://www.dongchedi.com/usedcar/18401634,宁波,2021年 , 2.50万公里,0,30.98万,14.68万
奔驰GLA 2019款 GLA 200 动感型,奔驰,https://www.dongchedi.com/usedcar/18360062,南京,2019年 , 3.66万公里,1,26.48万,10.35万
迈锐宝XL 2022款 535T 自动锐联版,雪佛兰,https://www.dongchedi.com/usedcar/18308728,贵阳,2022年 , 3.17万公里,0,18.49万,8.78万
昂科威 2016款 28T 四驱豪华型,别克,https://www.dongchedi.com/usedcar/17287116,北京,2016年 , 8.95万公里,0,29.99万,6.78万
远景S1 2019款 升级版 1.5L CVT亚运版,吉利汽车,https://www.dongchedi.com/usedcar/16825776,东莞,2020年 , 6.13万公里,0,7.59万,3.28万
英朗 2021款 改款 典范 1.5L 自动精英型,别克,https://www.dongchedi.com/usedcar/18402592,东莞,2020年 , 3.39万公里,0,12.59万,5.48万
宝马2系旅行车 2016款 218i 领先型,宝马,https://www.dongchedi.com/usedcar/18400162,长春,2016年 , 9万公里,0,24.78万,5.68万
迈锐宝 2018款 530T 自动风尚版,雪佛兰,https://www.dongchedi.com/usedcar/18320295,沈阳,2019年 , 8.15万公里,0,16.99万,5.28万
马自达CX-5 2017款 2.5L 自动两驱智尊型 国V,马自达,https://www.dongchedi.com/usedcar/18243702,深圳,2018年 , 6.22万公里,0,21.98万,7.76万
博越 2016款 1.8TD 自动智慧型,吉利汽车,https://www.dongchedi.com/usedcar/18228598,大连,2017年 , 6.56万公里,0,13.98万,4.38万
亚洲狮 2021款 2.0L 豪华版,丰田,https://www.dongchedi.com/usedcar/18161543,临沂,2022年 , 3.43万公里,0,15.08万,7.82万
传祺GS4 2017款 235T 自动两驱豪华智联版,广汽传祺,https://www.dongchedi.com/usedcar/18144065,广州,2017年 , 6万公里,0,14.38万,3.88万
朗逸 2022款 280TSI DSG豪华版,大众,https://www.dongchedi.com/usedcar/18056135,东莞,2022年 , 2.60万公里,0,15.99万,8.28万
北京BJ20 2016款 1.5T CVT豪华型,北京,https://www.dongchedi.com/usedcar/18043161,青岛,2018年 , 5.31万公里,1,12.98万,3.52万
绅宝D70 2018款 性能版 1.8T 自动尊贵版,北京汽车,https://www.dongchedi.com/usedcar/17836003,呼和浩特,2019年 , 7.04万公里,2,17.38万,2.55万
博越 2016款 1.8TD 自动智联型,吉利汽车,https://www.dongchedi.com/usedcar/17388295,烟台,2017年 , 8.23万公里,0,12.78万,3.46万
昂扬 2022款 GS 1.5T 燃速版,别克,https://www.dongchedi.com/usedcar/17384598,郑州,2022年 , 2.24万公里,0,17.89万,9.28万
奥迪Q3 2017款 35 TFSI 时尚型,奥迪,https://www.dongchedi.com/usedcar/14260196,西安,2017年 , 9.20万公里,0,27.92万,7.58万
奥迪A3 2020款 Sportback 35 TFSI 时尚型 国VI,奥迪,https://www.dongchedi.com/usedcar/18445063,烟台,2021年 , 5.09万公里,0,21.37万,9.38万
宝马3系GT 2017款 320i M运动型,宝马,https://www.dongchedi.com/usedcar/18431927,北京,2017年 , 7.87万公里,2,45.40万,12.38万
马自达3 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,马自达,https://www.dongchedi.com/usedcar/18337767,沈阳,2019年 , 6.76万公里,1,13.99万,4.98万
指南者 2019款 200T 自动家享四驱-互联大屏版,Jeep,https://www.dongchedi.com/usedcar/18214515,重庆,2019年 , 6.71万公里,0,19.58万,6.15万
奔驰A级 2022款 改款 A 200 L 运动轿车动感版,奔驰,https://www.dongchedi.com/usedcar/18071088,杭州,2023年 , 1万公里,1,25.38万,14.28万
奔驰GLE 2016款 GLE 400 4MATIC,奔驰,https://www.dongchedi.com/usedcar/17989069,苏州,2016年 , 8.12万公里,1,93.20万,21.78万
奥迪A6L 2014款 TFSI 标准型,奥迪,https://www.dongchedi.com/usedcar/17902945,北京,2013年 , 14.30万公里,1,40.98万,7.80万
奥迪Q5 2017款 40 TFSI 技术型,奥迪,https://www.dongchedi.com/usedcar/17880856,深圳,2017年 , 11.30万公里,0,42.76万,9.90万
福克斯 2017款 两厢 1.6L 自动风尚型智行版,福特,https://www.dongchedi.com/usedcar/17832668,金华,2016年 , 4万公里,0,13.88万,3.80万
探界者 2017款 535T 自动驰界版,雪佛兰,https://www.dongchedi.com/usedcar/17548186,苏州,2017年 , 7.33万公里,0,18.99万,5.18万
奔驰E级 2015款 E 260 L,奔驰,https://www.dongchedi.com/usedcar/15197639,东莞,2015年 , 10.06万公里,1,48.80万,9.28万
奔驰B级 2019款 B 200 动感型,奔驰,https://www.dongchedi.com/usedcar/18444606,苏州,2019年 , 1.60万公里,0,23.88万,9.58万
本田XR-V 2017款 1.8L EXi CVT舒适版,本田,https://www.dongchedi.com/usedcar/18393078,佛山,2018年 , 5.70万公里,0,14.98万,5.98万
哈弗H6 Coupe 2018款 蓝标 1.5T 自动两驱超豪型,哈弗,https://www.dongchedi.com/usedcar/18343851,重庆,2018年 , 6.34万公里,0,12.50万,3.98万
奥迪A3 2023款 改款 A3L Limousine 35 TFSI 时尚运动型,奥迪,https://www.dongchedi.com/usedcar/17917437,西安,2023年 , 0.30万公里,0,22.98万,12.98万
起亚K5 2016款 2.0L 自动GL,起亚,https://www.dongchedi.com/usedcar/17274412,烟台,2018年 , 5.92万公里,1,15.98万,5.75万
奥迪A3 2019款 Sportback 35 TFSI 进取型 国VI,奥迪,https://www.dongchedi.com/usedcar/18463585,杭州,2019年 , 4.10万公里,0,18.86万,7.58万
奔驰GLC 2018款 改款 GLC 260 4MATIC 豪华型,奔驰,https://www.dongchedi.com/usedcar/18462841,南京,2018年 , 4.60万公里,0,44.50万,17.90万
奥迪Q3 2020款 35 TFSI 进取动感型,奥迪,https://www.dongchedi.com/usedcar/18458777,上海,2020年 , 8万公里,1,27.18万,9.80万
捷豹XFL 2017款 XFL 2.0T 200PS 精英版,捷豹,https://www.dongchedi.com/usedcar/18371570,厦门,2017年 , 8.83万公里,0,40.80万,9.68万
领界 2019款 EcoBoost 145 CVT铂领型 国VI,福特,https://www.dongchedi.com/usedcar/18358335,菏泽,2019年 , 2.72万公里,1,13.28万,5.36万
英朗 2021款 改款 典范 1.5L 自动精英型,别克,https://www.dongchedi.com/usedcar/18354361,沈阳,2021年 , 4.64万公里,0,12.59万,5.08万
博越 2016款 1.8TD 自动智慧型,吉利汽车,https://www.dongchedi.com/usedcar/18170584,厦门,2017年 , 8.29万公里,0,13.98万,3.90万
速腾 2017款 230TSI 自动舒适型,大众,https://www.dongchedi.com/usedcar/18112583,北京,2016年 , 12.82万公里,0,16.08万,4.50万
宝马X1 2021款 sDrive20Li 尊享型,宝马,https://www.dongchedi.com/usedcar/18082266,洛阳,2020年 , 5.56万公里,1,29.88万,12.01万
魏牌 VV5 2017款 2.0T 超豪型,魏牌,https://www.dongchedi.com/usedcar/18039550,大同,2018年 , 7.97万公里,0,15.00万,4.79万
宝马1系 2021款 改款 120i M运动版,宝马,https://www.dongchedi.com/usedcar/17640392,青岛,2021年 , 4万公里,2,20.58万,9.16万
捷途X70S 2023款 1.5T DCT荣耀版,捷途,https://www.dongchedi.com/usedcar/17497635,中山,2024年 , 0.03万公里,0,15.18万,7.98万
奇骏 2020款 2.0L CVT智联尊享版 2WD,日产,https://www.dongchedi.com/usedcar/17461001,苏州,2020年 , 6.50万公里,0,20.28万,8.98万
途铠 2019款 280TSI DSG舒适版,大众,https://www.dongchedi.com/usedcar/14140673,济南,2020年 , 4.37万公里,0,14.79万,6.58万
奔腾T99 2020款 20TD 自动运动尊享型,奔腾,https://www.dongchedi.com/usedcar/18410010,长春,2020年 , 5.85万公里,1,16.69万,6.75万
菲斯塔 2019款 280TGDi 智速版 国VI,现代,https://www.dongchedi.com/usedcar/18373191,沈阳,2020年 , 3.46万公里,2,14.08万,6.88万
朗行 2013款 1.6L 自动舒适型,大众,https://www.dongchedi.com/usedcar/18320858,太原,2014年 , 7.99万公里,0,14.09万,3.38万
领界 2019款 EcoBoost 145 CVT尊领型PLUS 国V,福特,https://www.dongchedi.com/usedcar/18316444,东莞,2019年 , 6.10万公里,0,16.38万,5.28万
马自达3 昂克赛拉 2014款 两厢 2.0L 自动旗舰型,马自达,https://www.dongchedi.com/usedcar/18273356,深圳,2015年 , 4.35万公里,0,15.99万,4.50万
MINI 2016款 2.0T COOPER S 五门版,MINI,https://www.dongchedi.com/usedcar/18255594,上海,2015年 , 6.01万公里,1,31.30万,8.80万
奔驰C级 2016款 C 200 L 运动型,奔驰,https://www.dongchedi.com/usedcar/18162692,南京,2015年 , 5.78万公里,1,35.38万,9.95万
长安CS95 2019款 2.0T 两驱豪华型,长安,https://www.dongchedi.com/usedcar/18048608,长沙,2021年 , 6.73万公里,0,17.59万,7.88万
宝马X1 2022款 sDrive25Li 领先型,宝马,https://www.dongchedi.com/usedcar/17521488,洛阳,2023年 , 2.29万公里,0,30.98万,16.38万
帝豪GS 2018款 运动版 1.8L 自动领尚型,吉利汽车,https://www.dongchedi.com/usedcar/17261070,呼和浩特,2019年 , 5.93万公里,1,9.78万,3.98万
起亚K5 2020款 270T CVVD 豪华科技版,起亚,https://www.dongchedi.com/usedcar/18459003,重庆,2021年 , 5.96万公里,0,17.78万,7.98万
凯迪拉克CT4 2021款 28T 豪华型,凯迪拉克,https://www.dongchedi.com/usedcar/18430320,苏州,2022年 , 3.51万公里,2,25.17万,13.36万
智跑 2015款 2.0L 自动两驱版GL,起亚,https://www.dongchedi.com/usedcar/18375654,贵阳,2015年 , 10.72万公里,3,15.88万,3.88万
奥迪Q2L 2021款 35TFSI 时尚动感型,奥迪,https://www.dongchedi.com/usedcar/18375477,北京,2021年 , 3.26万公里,0,23.84万,9.75万
宝马X2 2021款 sDrive25i M运动套装,宝马,https://www.dongchedi.com/usedcar/18336479,海口,2021年 , 1.95万公里,0,28.58万,12.86万
宝马X5(进口) 2017款 xDrive28i,宝马,https://www.dongchedi.com/usedcar/18236843,苏州,2017年 , 11.70万公里,1,75.80万,18.50万
骐达TIIDA 2014款 1.6L CVT智能型,日产,https://www.dongchedi.com/usedcar/18086109,沈阳,2015年 , 6.32万公里,1,12.53万,3.58万
起亚K3 2016款 1.6L 自动GLS,起亚,https://www.dongchedi.com/usedcar/17930530,北京,2016年 , 4.70万公里,0,11.88万,3.88万
指南者 2019款 200T 自动家享-互联大屏版,Jeep,https://www.dongchedi.com/usedcar/17664072,广州,2019年 , 5.60万公里,0,17.98万,5.88万
奔驰GLA 2022款 GLA 220,奔驰,https://www.dongchedi.com/usedcar/17559568,沈阳,2022年 , 1.87万公里,0,30.90万,17.68万
途达 2018款 2.5L 自动两驱智享版,日产,https://www.dongchedi.com/usedcar/16869549,青岛,2018年 , 4.90万公里,0,21.98万,8.98万
荣威RX5 MAX 2019款 400TGI 自动四驱智能座舱至尊版,荣威,https://www.dongchedi.com/usedcar/14341617,赤峰,2020年 , 8.59万公里,1,18.98万,6.18万
捷途大圣 2022款 1.6T DCT 王者MAX,捷途,https://www.dongchedi.com/usedcar/18430442,石家庄,2022年 , 3.13万公里,0,12.99万,6.95万
奥迪A3 2020款 Sportback 35 TFSI 时尚型 国V,奥迪,https://www.dongchedi.com/usedcar/18414365,佛山,2021年 , 5.60万公里,0,21.37万,8.78万
宝马1系 2018款 118i 时尚型,宝马,https://www.dongchedi.com/usedcar/18400913,南通,2018年 , 7.08万公里,0,19.98万,7.40万
缤智 2020款 220 TURBO CVT精英版,本田,https://www.dongchedi.com/usedcar/18361815,太原,2022年 , 3.02万公里,0,14.58万,7.18万
英朗 2021款 改款 典范 1.5L 自动精英型,别克,https://www.dongchedi.com/usedcar/18162931,武汉,2021年 , 5.82万公里,0,12.59万,5.18万
红旗HS5 2019款 2.0T 智联旗享四驱版,红旗,https://www.dongchedi.com/usedcar/18065475,北京,2021年 , 2.68万公里,1,21.38万,10.58万
卡罗拉 2017款 改款 1.2T S-CVT GL-i真皮版 国V,丰田,https://www.dongchedi.com/usedcar/17691488,苏州,2018年 , 6.85万公里,0,13.48万,4.98万
奔驰GLA 2016款 GLA 220 4MATIC 时尚型,奔驰,https://www.dongchedi.com/usedcar/17519297,南宁,2017年 , 6.90万公里,1,31.98万,9.18万
唐 2018款 2.0T 自动智联尊荣型 7座 国V,比亚迪,https://www.dongchedi.com/usedcar/17260882,沈阳,2019年 , 4.19万公里,2,15.99万,6.56万
凯迪拉克CT5 2022款 28T 豪华型标准版,凯迪拉克,https://www.dongchedi.com/usedcar/16708339,石家庄,2023年 , 1.25万公里,0,29.47万,16.98万
宝马2系(进口) 2015款 220i 敞篷轿跑车 M运动型,宝马,https://www.dongchedi.com/usedcar/16585621,北京,2015年 , 11.12万公里,0,42.90万,8.78万
马自达3 昂克赛拉 2014款 三厢 2.0L 自动旗舰型,马自达,https://www.dongchedi.com/usedcar/18442926,上海,2015年 , 5.10万公里,0,15.99万,4.66万
翼搏 2013款 1.5L 手动舒适型,福特,https://www.dongchedi.com/usedcar/18431874,北京,2013年 , 11.47万公里,0,9.48万,1.58万
宝马X1 2021款 改款 sDrive20Li 尊享型,宝马,https://www.dongchedi.com/usedcar/18416352,深圳,2021年 , 5.90万公里,0,29.88万,12.38万
探影 2021款 1.5L 自动 悦智联版,大众,https://www.dongchedi.com/usedcar/18396024,天津,2023年 , 0.94万公里,2,14.09万,7.58万
宝马1系 2021款 120i M运动曜夜版,宝马,https://www.dongchedi.com/usedcar/18335283,东莞,2020年 , 8.44万公里,0,22.68万,8.48万
唐 2018款 2.0T 自动智联尊贵型 7座 国V,比亚迪,https://www.dongchedi.com/usedcar/18257192,济宁,2018年 , 6.72万公里,0,14.99万,5.58万
博越 2016款 1.8TD 自动智尚型,吉利汽车,https://www.dongchedi.com/usedcar/18190336,绍兴,2016年 , 6.83万公里,0,12.38万,3.58万
MINI 2019款 2.0T COOPER S 赛车手 五门版,MINI,https://www.dongchedi.com/usedcar/18101974,杭州,2020年 , 9.40万公里,1,29.98万,11.18万
欧蓝德(进口) 2016款 2.4L 四驱精英版 7座,三菱,https://www.dongchedi.com/usedcar/17996333,北京,2016年 , 8.59万公里,0,25.98万,6.49万
锐际 2019款  EcoBoost 245 四驱嘉享款,福特,https://www.dongchedi.com/usedcar/17803947,宁波,2020年 , 6.08万公里,0,20.48万,8.48万
奔驰A级 2022款 A 200 L 运动轿车动感版,奔驰,https://www.dongchedi.com/usedcar/17101667,菏泽,2022年 , 1.82万公里,0,25.18万,14.58万
宝马1系 2023款 120i M运动版,宝马,https://www.dongchedi.com/usedcar/18475764,佛山,2023年 , 2.70万公里,1,20.89万,11.30万
揽胜星脉 2018款 P250 S,路虎,https://www.dongchedi.com/usedcar/18439485,青岛,2018年 , 10.02万公里,1,64.80万,18.98万
奔驰C级 2015款 C 180 L,奔驰,https://www.dongchedi.com/usedcar/18438757,南京,2015年 , 7.51万公里,1,32.58万,9.58万
传祺GS7 2017款 320T 两驱豪华智联型,广汽传祺,https://www.dongchedi.com/usedcar/18437485,太原,2019年 , 2.62万公里,0,16.98万,7.08万
Macan 2017款 Macan 2.0T,保时捷,https://www.dongchedi.com/usedcar/18436962,苏州,2018年 , 8.20万公里,0,55.00万,20.58万
昂科威 2018款 20T 两驱领先型,别克,https://www.dongchedi.com/usedcar/18419503,襄阳,2018年 , 4.79万公里,1,21.99万,7.33万
高尔夫 2018款 230TSI 自动舒适型,大众,https://www.dongchedi.com/usedcar/18418755,石家庄,2018年 , 3.95万公里,0,15.49万,6.45万
轩逸 2019款 1.6XV CVT智联尊享版 国VI,日产,https://www.dongchedi.com/usedcar/18413738,佛山,2019年 , 2万公里,0,14.03万,5.28万
奔驰S级 2014款 S 600 L,奔驰,https://www.dongchedi.com/usedcar/18401205,常州,2015年 , 9.30万公里,0,269.80万,56.88万
哈弗H6 2017款 蓝标 1.5T 自动两驱领尚型,哈弗,https://www.dongchedi.com/usedcar/18356096,北京,2018年 , 6.30万公里,0,14.00万,4.68万
魏牌 VV6 2020款 2.0T 两驱智护+,魏牌,https://www.dongchedi.com/usedcar/18136897,南宁,2019年 , 5.98万公里,1,15.50万,5.18万
雷克萨斯RX经典 2013款 270 精英版,雷克萨斯,https://www.dongchedi.com/usedcar/17803022,佛山,2014年 , 12万公里,0,46.90万,11.80万
宝骏510 2017款 1.5L 手动豪华型,宝骏,https://www.dongchedi.com/usedcar/17478775,淄博,2018年 , 7.26万公里,1,6.98万,2.62万
途观 2016款 280TSI 自动两驱丝绸之路舒适版,大众,https://www.dongchedi.com/usedcar/17294210,北京,2017年 , 7.47万公里,0,22.08万,6.48万
传祺GS8 2021款 390T 两驱豪华智联纪念版,广汽传祺,https://www.dongchedi.com/usedcar/14800446,北京,2021年 , 3.43万公里,2,18.58万,9.28万
宝马X3 2018款 xDrive30i 领先型 M运动套装 国VI,宝马,https://www.dongchedi.com/usedcar/13882385,呼和浩特,2018年 , 6.33万公里,1,47.98万,17.98万
汉兰达 2012款 2.7L 两驱7座精英版,丰田,https://www.dongchedi.com/usedcar/18475593,深圳,2014年 , 13.50万公里,0,26.28万,6.68万
星瑞 2020款 2.0T 旗舰型,吉利汽车,https://www.dongchedi.com/usedcar/18472671,东莞,2021年 , 5.40万公里,0,14.97万,6.88万
宝马X2 2020款 sDrive20i M越野套装,宝马,https://www.dongchedi.com/usedcar/18386033,常州,2020年 , 5.89万公里,0,26.68万,10.10万
奇骏 2021款 2.0L XL ITS CVT 2WD智联舒适版,日产,https://www.dongchedi.com/usedcar/18369048,沈阳,2021年 , 2.39万公里,0,19.93万,9.98万
宝马3系 2018款 320Li 时尚型,宝马,https://www.dongchedi.com/usedcar/18302909,重庆,2018年 , 9.67万公里,0,32.38万,10.88万
昂科威 2021款 532T 两驱豪华型,别克,https://www.dongchedi.com/usedcar/18299379,石家庄,2020年 , 2.81万公里,2,20.99万,9.65万
博越 2018款 1.8TD 自动两驱智尊型4G互联版,吉利汽车,https://www.dongchedi.com/usedcar/17770580,沈阳,2018年 , 8.47万公里,2,15.18万,4.48万
哈弗F7 2021款 2.0T 四驱i悦,哈弗,https://www.dongchedi.com/usedcar/17124727,北京,2021年 , 4.95万公里,3,15.18万,6.98万
奥迪A3 2020款 改款 Sportback 35 TFSI 进取型 国VI,奥迪,https://www.dongchedi.com/usedcar/17074805,石家庄,2021年 , 6.57万公里,3,19.32万,8.88万
大指挥官 2020款 2.0T 两驱精英版,Jeep,https://www.dongchedi.com/usedcar/15979335,南京,2021年 , 4.69万公里,1,25.98万,10.88万
奔驰CLA 2016款 CLA 200 时尚型,奔驰,https://www.dongchedi.com/usedcar/18488541,南京,2016年 , 4.90万公里,0,28.60万,8.50万
奥迪A3 2018款 30周年年型 Sportback 35 TFSI 运动型,奥迪,https://www.dongchedi.com/usedcar/18455662,广州,2018年 , 6.61万公里,0,23.37万,8.88万
奥迪A4L 2021款 40TFSI 进享人生版,奥迪,https://www.dongchedi.com/usedcar/18411692,上海,2020年 , 6万公里,0,35.44万,14.98万
哈弗F7 2020款 1.5T 两驱i潮,哈弗,https://www.dongchedi.com/usedcar/18405963,长春,2020年 , 6.11万公里,1,13.78万,6.37万
明锐 2019款 1.5L 自动智行豪华版 国V,斯柯达,https://www.dongchedi.com/usedcar/18393042,郑州,2020年 , 5.87万公里,0,12.69万,5.88万
